product_name,category,gender,details,description,MSRP
Toyota Highlander 2016,4dr SUV,Women,"regular unleaded, 270.0 HP, AUTOMATIC, all wheel drive, Crossover, Midsize","Women 4dr SUV Toyota Highlander 2016 regular unleaded, 270.0 HP, AUTOMATIC, all wheel drive, Crossover, Midsize",38775
Toyota Highlander 2016,4dr SUV,Women,"regular unleaded, 185.0 HP, AUTOMATIC, front wheel drive, Crossover, Midsize","Women 4dr SUV Toyota Highlander 2016 regular unleaded, 185.0 HP, AUTOMATIC, front wheel drive, Crossover, Midsize",30490
Toyota Highlander 2016,4dr SUV,Women,"regular unleaded, 270.0 HP, AUTOMATIC, all wheel drive, Crossover, Midsize","Women 4dr SUV Toyota Highlander 2016 regular unleaded, 270.0 HP, AUTOMATIC, all wheel drive, Crossover, Midsize",42375
Toyota Highlander 2016,4dr SUV,Women,"regular unleaded, 270.0 HP, AUTOMATIC, all wheel drive, Crossover, Midsize","Women 4dr SUV Toyota Highlander 2016 regular unleaded, 270.0 HP, AUTOMATIC, all wheel drive, Crossover, Midsize",44990
Toyota Highlander 2016,4dr SUV,Women,"regular unleaded, 270.0 HP, AUTOMATIC, all wheel drive, Crossover, Midsize","Women 4dr SUV Toyota Highlander 2016 regular unleaded, 270.0 HP, AUTOMATIC, all wheel drive, Crossover, Midsize",33475
Toyota Highlander 2016,4dr SUV,Women,"regular unleaded, 270.0 HP, AUTOMATIC, front wheel drive, Crossover, Midsize","Women 4dr SUV Toyota Highlander 2016 regular unleaded, 270.0 HP, AUTOMATIC, front wheel drive, Crossover, Midsize",43530
Toyota Highlander 2016,4dr SUV,Women,"regular unleaded, 270.0 HP, AUTOMATIC, front wheel drive, Crossover, Midsize","Women 4dr SUV Toyota Highlander 2016 regular unleaded, 270.0 HP, AUTOMATIC, front wheel drive, Crossover, Midsize",32015
Toyota Highlander 2016,4dr SUV,Women,"regular unleaded, 270.0 HP, AUTOMATIC, front wheel drive, Crossover, Midsize","Women 4dr SUV Toyota Highlander 2016 regular unleaded, 270.0 HP, AUTOMATIC, front wheel drive, Crossover, Midsize",40915
Toyota Highlander 2016,4dr SUV,Women,"regular unleaded, 270.0 HP, AUTOMATIC, all wheel drive, Crossover, Midsize","Women 4dr SUV Toyota Highlander 2016 regular unleaded, 270.0 HP, AUTOMATIC, all wheel drive, Crossover, Midsize",35855
Toyota Highlander 2016,4dr SUV,Women,"regular unleaded, 270.0 HP, AUTOMATIC, front wheel drive, Crossover, Midsize","Women 4dr SUV Toyota Highlander 2016 regular unleaded, 270.0 HP, AUTOMATIC, front wheel drive, Crossover, Midsize",37315
Plymouth Horizon 1990,4dr Hatchback,Women,"regular unleaded, 93.0 HP, MANUAL, front wheel drive, Hatchback, Compact","Women 4dr Hatchback Plymouth Horizon 1990 regular unleaded, 93.0 HP, MANUAL, front wheel drive, Hatchback, Compact",2000
Honda HR-V 2016,4dr SUV,Women,"regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2016 regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, Crossover, Compact",22065
Honda HR-V 2016,4dr SUV,Women,"regular unleaded, 141.0 HP, AUTOMATIC, all wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2016 regular unleaded, 141.0 HP, AUTOMATIC, all wheel drive, Crossover, Compact",23365
Honda HR-V 2016,4dr SUV,Women,"regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2016 regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, Crossover, Compact",20015
Honda HR-V 2016,4dr SUV,Women,"regular unleaded, 141.0 HP, AUTOMATIC, all wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2016 regular unleaded, 141.0 HP, AUTOMATIC, all wheel drive, Crossover, Compact",25990
Honda HR-V 2016,4dr SUV,Women,"regular unleaded, 141.0 HP, AUTOMATIC, all wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2016 regular unleaded, 141.0 HP, AUTOMATIC, all wheel drive, Crossover, Compact",21315
Honda HR-V 2016,4dr SUV,Women,"regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2016 regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, Crossover, Compact",24690
Honda HR-V 2016,4dr SUV,Women,"regular unleaded, 141.0 HP, MANUAL, front wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2016 regular unleaded, 141.0 HP, MANUAL, front wheel drive, Crossover, Compact",19215
Honda HR-V 2016,4dr SUV,Women,"regular unleaded, 141.0 HP, MANUAL, front wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2016 regular unleaded, 141.0 HP, MANUAL, front wheel drive, Crossover, Compact",21265
Honda HR-V 2017,4dr SUV,Women,"regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2017 regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, Crossover, Compact",22215
Honda HR-V 2017,4dr SUV,Women,"regular unleaded, 141.0 HP, AUTOMATIC, all wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2017 regular unleaded, 141.0 HP, AUTOMATIC, all wheel drive, Crossover, Compact",23515
Honda HR-V 2017,4dr SUV,Women,"regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2017 regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, Crossover, Compact",20165
Honda HR-V 2017,4dr SUV,Women,"regular unleaded, 141.0 HP, AUTOMATIC, all wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2017 regular unleaded, 141.0 HP, AUTOMATIC, all wheel drive, Crossover, Compact",26140
Honda HR-V 2017,4dr SUV,Women,"regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2017 regular unleaded, 141.0 HP, AUTOMATIC, front wheel drive, Crossover, Compact",24840
Honda HR-V 2017,4dr SUV,Women,"regular unleaded, 141.0 HP, MANUAL, front wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2017 regular unleaded, 141.0 HP, MANUAL, front wheel drive, Crossover, Compact",19365
Honda HR-V 2017,4dr SUV,Women,"regular unleaded, 141.0 HP, AUTOMATIC, all wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2017 regular unleaded, 141.0 HP, AUTOMATIC, all wheel drive, Crossover, Compact",21465
Honda HR-V 2017,4dr SUV,Women,"regular unleaded, 141.0 HP, MANUAL, front wheel drive, Crossover, Compact","Women 4dr SUV Honda HR-V 2017 regular unleaded, 141.0 HP, MANUAL, front wheel drive, Crossover, Compact",21415
Lexus HS 250h 2010,Sedan,Women,"regular unleaded, 187.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Midsize","Women Sedan Lexus HS 250h 2010 regular unleaded, 187.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Midsize",34650
Lexus HS 250h 2010,Sedan,Women,"regular unleaded, 187.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Midsize","Women Sedan Lexus HS 250h 2010 regular unleaded, 187.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Midsize",37420
Lexus HS 250h 2011,Sedan,Women,"regular unleaded, 187.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Midsize","Women Sedan Lexus HS 250h 2011 regular unleaded, 187.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Midsize",39100
Lexus HS 250h 2011,Sedan,Women,"regular unleaded, 187.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Midsize","Women Sedan Lexus HS 250h 2011 regular unleaded, 187.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Midsize",36330
Lexus HS 250h 2012,Sedan,Women,"regular unleaded, 187.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Midsize","Women Sedan Lexus HS 250h 2012 regular unleaded, 187.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Midsize",39800
Lexus HS 250h 2012,Sedan,Women,"regular unleaded, 187.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Midsize","Women Sedan Lexus HS 250h 2012 regular unleaded, 187.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Midsize",37030
Lamborghini Huracan 2015,Coupe,Women,"premium unleaded (required), 610.0 HP, AUTOMATED_MANUAL, all wheel drive, Exotic,High-Performance, Compact","Women Coupe Lamborghini Huracan 2015 premium unleaded (required), 610.0 HP, AUTOMATED_MANUAL, all wheel drive, Exotic,High-Performance, Compact",237250
Lamborghini Huracan 2016,Coupe,Women,"premium unleaded (required), 610.0 HP, AUTOMATED_MANUAL, all wheel drive, Exotic,High-Performance, Compact","Women Coupe Lamborghini Huracan 2016 premium unleaded (required), 610.0 HP, AUTOMATED_MANUAL, all wheel drive, Exotic,High-Performance, Compact",238500
Lamborghini Huracan 2016,Convertible,Women,"premium unleaded (required), 610.0 HP, AUTOMATED_MANUAL, all wheel drive, Exotic,High-Performance, Compact","Women Convertible Lamborghini Huracan 2016 premium unleaded (required), 610.0 HP, AUTOMATED_MANUAL, all wheel drive, Exotic,High-Performance, Compact",262350
Lamborghini Huracan 2016,Coupe,Women,"premium unleaded (required), 580.0 HP, AUTOMATED_MANUAL, rear wheel drive, Exotic,High-Performance, Compact","Women Coupe Lamborghini Huracan 2016 premium unleaded (required), 580.0 HP, AUTOMATED_MANUAL, rear wheel drive, Exotic,High-Performance, Compact",199800
Mitsubishi i-MiEV 2014,4dr Hatchback,Women,"electric, nan HP, DIRECT_DRIVE, rear wheel drive, Hatchback, Compact","Women 4dr Hatchback Mitsubishi i-MiEV 2014 electric, nan HP, DIRECT_DRIVE, rear wheel drive, Hatchback, Compact",22995
Mitsubishi i-MiEV 2016,4dr Hatchback,Women,"electric, 66.0 HP, DIRECT_DRIVE, rear wheel drive, Hatchback, Compact","Women 4dr Hatchback Mitsubishi i-MiEV 2016 electric, 66.0 HP, DIRECT_DRIVE, rear wheel drive, Hatchback, Compact",22995
Mitsubishi i-MiEV 2017,4dr Hatchback,Women,"electric, 66.0 HP, DIRECT_DRIVE, rear wheel drive, Hatchback, Compact","Women 4dr Hatchback Mitsubishi i-MiEV 2017 electric, 66.0 HP, DIRECT_DRIVE, rear wheel drive, Hatchback, Compact",22995
Infiniti I30 1999,Sedan,Women,"regular unleaded, 190.0 HP, AUTOMATIC, front wheel drive, Luxury, Midsize","Women Sedan Infiniti I30 1999 regular unleaded, 190.0 HP, AUTOMATIC, front wheel drive, Luxury, Midsize",2288
Infiniti I30 1999,Sedan,Women,"regular unleaded, 190.0 HP, MANUAL, front wheel drive, Luxury,Performance, Midsize","Women Sedan Infiniti I30 1999 regular unleaded, 190.0 HP, MANUAL, front wheel drive, Luxury,Performance, Midsize",2433
Infiniti I30 2000,Sedan,Women,"regular unleaded, 227.0 HP, AUTOMATIC, front wheel drive, Luxury,Performance, Midsize","Women Sedan Infiniti I30 2000 regular unleaded, 227.0 HP, AUTOMATIC, front wheel drive, Luxury,Performance, Midsize",2648
Infiniti I30 2000,Sedan,Women,"regular unleaded, 227.0 HP, AUTOMATIC, front wheel drive, Luxury,Performance, Midsize","Women Sedan Infiniti I30 2000 regular unleaded, 227.0 HP, AUTOMATIC, front wheel drive, Luxury,Performance, Midsize",2552
Infiniti I30 2001,Sedan,Women,"premium unleaded (required), 227.0 HP, AUTOMATIC, front wheel drive, Luxury,Performance, Midsize","Women Sedan Infiniti I30 2001 premium unleaded (required), 227.0 HP, AUTOMATIC, front wheel drive, Luxury,Performance, Midsize",31790
Infiniti I30 2001,Sedan,Women,"premium unleaded (required), 227.0 HP, AUTOMATIC, front wheel drive, Luxury,Performance, Midsize","Women Sedan Infiniti I30 2001 premium unleaded (required), 227.0 HP, AUTOMATIC, front wheel drive, Luxury,Performance, Midsize",29715
Infiniti I35 2002,Sedan,Women,"premium unleaded (required), 255.0 HP, AUTOMATIC, front wheel drive, Luxury,Performance, Midsize","Women Sedan Infiniti I35 2002 premium unleaded (required), 255.0 HP, AUTOMATIC, front wheel drive, Luxury,Performance, Midsize",28750
Infiniti I35 2003,Sedan,Women,"premium unleaded (required), 255.0 HP, AUTOMATIC, front wheel drive, Luxury,Performance, Midsize","Women Sedan Infiniti I35 2003 premium unleaded (required), 255.0 HP, AUTOMATIC, front wheel drive, Luxury,Performance, Midsize",29100
Infiniti I35 2004,Sedan,Women,"regular unleaded, 255.0 HP, AUTOMATIC, front wheel drive, Luxury,Performance, Midsize","Women Sedan Infiniti I35 2004 regular unleaded, 255.0 HP, AUTOMATIC, front wheel drive, Luxury,Performance, Midsize",30600
BMW i3 2015,4dr Hatchback,Women,"electric, 170.0 HP, DIRECT_DRIVE, rear wheel drive, Hatchback,Luxury, Compact","Women 4dr Hatchback BMW i3 2015 electric, 170.0 HP, DIRECT_DRIVE, rear wheel drive, Hatchback,Luxury, Compact",42400
BMW i3 2016,4dr Hatchback,Women,"electric, 170.0 HP, DIRECT_DRIVE, rear wheel drive, Hatchback,Luxury, Compact","Women 4dr Hatchback BMW i3 2016 electric, 170.0 HP, DIRECT_DRIVE, rear wheel drive, Hatchback,Luxury, Compact",42400
BMW i3 2017,4dr Hatchback,Women,"electric, 170.0 HP, DIRECT_DRIVE, rear wheel drive, Hatchback,Luxury, Compact","Women 4dr Hatchback BMW i3 2017 electric, 170.0 HP, DIRECT_DRIVE, rear wheel drive, Hatchback,Luxury, Compact",42400
BMW i3 2017,4dr Hatchback,Women,"electric, 170.0 HP, DIRECT_DRIVE, rear wheel drive, Hatchback,Luxury, Compact","Women 4dr Hatchback BMW i3 2017 electric, 170.0 HP, DIRECT_DRIVE, rear wheel drive, Hatchback,Luxury, Compact",43600
Scion iA 2016,Sedan,Women,"regular unleaded, 106.0 HP, AUTOMATIC, front wheel drive, , Compact","Women Sedan Scion iA 2016 regular unleaded, 106.0 HP, AUTOMATIC, front wheel drive, , Compact",16800
Scion iA 2016,Sedan,Women,"regular unleaded, 106.0 HP, MANUAL, front wheel drive, , Compact","Women Sedan Scion iA 2016 regular unleaded, 106.0 HP, MANUAL, front wheel drive, , Compact",15700
Acura ILX Hybrid 2014,Sedan,Women,"premium unleaded (recommended), 111.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Compact","Women Sedan Acura ILX Hybrid 2014 premium unleaded (recommended), 111.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Compact",28900
Acura ILX Hybrid 2014,Sedan,Women,"premium unleaded (recommended), 111.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Compact","Women Sedan Acura ILX Hybrid 2014 premium unleaded (recommended), 111.0 HP, AUTOMATIC, front wheel drive, Luxury,Hybrid, Compact",34600
Acura ILX 2015,Sedan,Women,"premium unleaded (recommended), 201.0 HP, MANUAL, front wheel drive, Luxury,Performance, Compact","Women Sedan Acura ILX 2015 premium unleaded (recommended), 201.0 HP, MANUAL, front wheel drive, Luxury,Performance, Compact",29350
Acura ILX 2015,Sedan,Women,"premium unleaded (recommended), 150.0 HP, AUTOMATIC, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2015 premium unleaded (recommended), 150.0 HP, AUTOMATIC, front wheel drive, Luxury, Compact",31750
Acura ILX 2015,Sedan,Women,"premium unleaded (recommended), 150.0 HP, AUTOMATIC, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2015 premium unleaded (recommended), 150.0 HP, AUTOMATIC, front wheel drive, Luxury, Compact",29350
Acura ILX 2015,Sedan,Women,"premium unleaded (recommended), 150.0 HP, AUTOMATIC, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2015 premium unleaded (recommended), 150.0 HP, AUTOMATIC, front wheel drive, Luxury, Compact",27050
Acura ILX 2016,Sedan,Women,"premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2016 premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact",34890
Acura ILX 2016,Sedan,Women,"premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2016 premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact",29900
Acura ILX 2016,Sedan,Women,"premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2016 premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact",29200
Acura ILX 2016,Sedan,Women,"premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2016 premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact",31890
Acura ILX 2016,Sedan,Women,"premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2016 premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact",32900
Acura ILX 2016,Sedan,Women,"premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2016 premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact",27900
Acura ILX 2017,Sedan,Women,"premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2017 premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact",32990
Acura ILX 2017,Sedan,Women,"premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2017 premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact",29290
Acura ILX 2017,Sedan,Women,"premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2017 premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact",31980
Acura ILX 2017,Sedan,Women,"premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2017 premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact",34980
Acura ILX 2017,Sedan,Women,"premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2017 premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact",27990
Acura ILX 2017,Sedan,Women,"premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact","Women Sedan Acura ILX 2017 premium unleaded (recommended), 201.0 HP, AUTOMATED_MANUAL, front wheel drive, Luxury, Compact",29990
Chevrolet Impala Limited 2014,Sedan,Women,"flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel, Large","Women Sedan Chevrolet Impala Limited 2014 flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel, Large",26840
Chevrolet Impala Limited 2014,Sedan,Women,"flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel, Large","Women Sedan Chevrolet Impala Limited 2014 flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel, Large",25830
Chevrolet Impala Limited 2014,Sedan,Women,"flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large","Women Sedan Chevrolet Impala Limited 2014 flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large",30535
Chevrolet Impala Limited 2015,Sedan,Women,"flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel, Large","Women Sedan Chevrolet Impala Limited 2015 flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel, Large",26840
Chevrolet Impala Limited 2015,Sedan,Women,"flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel, Large","Women Sedan Chevrolet Impala Limited 2015 flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel, Large",25830
Chevrolet Impala Limited 2015,Sedan,Women,"flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large","Women Sedan Chevrolet Impala Limited 2015 flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large",30535
Chevrolet Impala Limited 2016,Sedan,Women,"flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel, Large","Women Sedan Chevrolet Impala Limited 2016 flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel, Large",26840
Chevrolet Impala Limited 2016,Sedan,Women,"flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large","Women Sedan Chevrolet Impala Limited 2016 flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large",30535
Chevrolet Impala Limited 2016,Sedan,Women,"flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel, Large","Women Sedan Chevrolet Impala Limited 2016 flex-fuel (unleaded/E85), 300.0 HP, AUTOMATIC, front wheel drive, Flex Fuel, Large",25830
Chevrolet Impala 2015,Sedan,Women,"regular unleaded, 195.0 HP, AUTOMATIC, front wheel drive, , Large","Women Sedan Chevrolet Impala 2015 regular unleaded, 195.0 HP, AUTOMATIC, front wheel drive, , Large",34465
Chevrolet Impala 2015,Sedan,Women,"regular unleaded, 195.0 HP, AUTOMATIC, front wheel drive, , Large","Women Sedan Chevrolet Impala 2015 regular unleaded, 195.0 HP, AUTOMATIC, front wheel drive, , Large",27060
Chevrolet Impala 2015,Sedan,Women,"flex-fuel (unleaded/natural gas), nan HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large","Women Sedan Chevrolet Impala 2015 flex-fuel (unleaded/natural gas), nan HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large",40660
Chevrolet Impala 2015,Sedan,Women,"flex-fuel (unleaded/E85), 305.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large","Women Sedan Chevrolet Impala 2015 flex-fuel (unleaded/E85), 305.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large",35440
Chevrolet Impala 2015,Sedan,Women,"flex-fuel (unleaded/E85), 305.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large","Women Sedan Chevrolet Impala 2015 flex-fuel (unleaded/E85), 305.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large",30285
Chevrolet Impala 2015,Sedan,Women,"regular unleaded, 195.0 HP, AUTOMATIC, front wheel drive, , Large","Women Sedan Chevrolet Impala 2015 regular unleaded, 195.0 HP, AUTOMATIC, front wheel drive, , Large",29310
Chevrolet Impala 2015,Sedan,Women,"flex-fuel (unleaded/natural gas), nan HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large","Women Sedan Chevrolet Impala 2015 flex-fuel (unleaded/natural gas), nan HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large",37535
Chevrolet Impala 2016,Sedan,Women,"flex-fuel (unleaded/natural gas), nan HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large","Women Sedan Chevrolet Impala 2016 flex-fuel (unleaded/natural gas), nan HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large",40810
Chevrolet Impala 2016,Sedan,Women,"flex-fuel (unleaded/E85), 305.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large","Women Sedan Chevrolet Impala 2016 flex-fuel (unleaded/E85), 305.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large",35540
Chevrolet Impala 2016,Sedan,Women,"flex-fuel (unleaded/natural gas), nan HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large","Women Sedan Chevrolet Impala 2016 flex-fuel (unleaded/natural gas), nan HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large",37570
Chevrolet Impala 2016,Sedan,Women,"flex-fuel (unleaded/E85), 305.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large","Women Sedan Chevrolet Impala 2016 flex-fuel (unleaded/E85), 305.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large",30435
Chevrolet Impala 2016,Sedan,Women,"regular unleaded, 195.0 HP, AUTOMATIC, front wheel drive, , Large","Women Sedan Chevrolet Impala 2016 regular unleaded, 195.0 HP, AUTOMATIC, front wheel drive, , Large",27095
Chevrolet Impala 2016,Sedan,Women,"regular unleaded, 195.0 HP, AUTOMATIC, front wheel drive, , Large","Women Sedan Chevrolet Impala 2016 regular unleaded, 195.0 HP, AUTOMATIC, front wheel drive, , Large",29460
Chevrolet Impala 2017,Sedan,Women,"flex-fuel (unleaded/E85), 305.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large","Women Sedan Chevrolet Impala 2017 flex-fuel (unleaded/E85), 305.0 HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large",35645
Chevrolet Impala 2017,Sedan,Women,"flex-fuel (unleaded/natural gas), nan HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large","Women Sedan Chevrolet Impala 2017 flex-fuel (unleaded/natural gas), nan HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large",37675
Chevrolet Impala 2017,Sedan,Women,"flex-fuel (unleaded/natural gas), nan HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large","Women Sedan Chevrolet Impala 2017 flex-fuel (unleaded/natural gas), nan HP, AUTOMATIC, front wheel drive, Flex Fuel,Performance, Large",40915
Chrysler Imperial 1991,Sedan,Women,"regular unleaded, 150.0 HP, AUTOMATIC, front wheel drive, , Large","Women Sedan Chrysler Imperial 1991 regular unleaded, 150.0 HP, AUTOMATIC, front wheel drive, , Large",2000
Chrysler Imperial 1992,Sedan,Women,"regular unleaded, 150.0 HP, AUTOMATIC, front wheel drive, , Large","Women Sedan Chrysler Imperial 1992 regular unleaded, 150.0 HP, AUTOMATIC, front wheel drive, , Large",2000
Chrysler Imperial 1993,Sedan,Women,"regular unleaded, 150.0 HP, AUTOMATIC, front wheel drive, , Large","Women Sedan Chrysler Imperial 1993 regular unleaded, 150.0 HP, AUTOMATIC, front wheel drive, , Large",2000
Subaru Impreza WRX 2013,4dr Hatchback,Women,"premium unleaded (required), 265.0 HP, MANUAL, all wheel drive, Hatchback,Performance, Compact","Women 4dr Hatchback Subaru Impreza WRX 2013 premium unleaded (required), 265.0 HP, MANUAL, all wheel drive, Hatchback,Performance, Compact",28295
Subaru Impreza WRX 2013,Sedan,Women,"premium unleaded (required), 265.0 HP, MANUAL, all wheel drive, Performance, Compact","Women Sedan Subaru Impreza WRX 2013 premium unleaded (required), 265.0 HP, MANUAL, all wheel drive, Performance, Compact",29295
